,Id,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
594,654,?RM,PAVE!,	reg,LVL	,?allpub,Inside<,Gtl<,>Idotrr,!NORM?,.NoRm.,1fam,:1.5fin,GablE,.Compshg.,	METALSD,!METaLSD<, none,	Ta...,ta ,Cblock.,Ta!,?Ta;,.No!,	Unf,:Unf	,...Gasa?,ex!,;y<,:SBRKR,...TA:,;TYP.,>Detchd!,:Unf:,;Ta,;ta:, y,:WD...,	NorMaL
595,655,RL<,Pave,...ir1	,LVL>,	allpub,	INSIDE,<GTL,.noridge;,!norm, NorM,!1fam?,!1story,hip;,;compshg>,METALSd:,METALSd	,Brkface!,Gd,	GD?,pconc;,	Gd,<TA...,GD<,Glq;,>UNF,>gasa,<ex,.Y<,sbrkr>,.gd>,	Typ?,attchd ,fin?,	Ta!,...ta<,Y>,!Wd?,Normal!
596,656, RM!,...Pave,Reg,<LVl,allpub	,...Inside,:Gtl;,?brdale>,Norm;,Norm<,TWNHS:, 2story!, GABLE,	compshg	, hdboard?,.ImStuCC...,:brkface,Ta	,TA;,Cblock...,ta!,ta...,NO.,unf?,unf...,:GASA	,>TA,?Y	,>SBrkR;,!ta,:TYP,>DETChD,	Unf>,TA ,.ta,...y	,WD,FAMILY<
597,657,	Rl,...PAVe,IR1,	LVL,Allpub?,<Inside,gtl ,<names,!NORM,norm.,1fam!,:1story!, GABLE...,CompShG,:HDBOARD ,HDBoArd ,>brkface?,	GD,ta?,;cblock<,>Ta...,;ta,!no,;ALQ:,Unf	,<GASA,EX!,<Y ,Sbrkr:,...gd,typ...,attchd;,RFn<,ta, TA?,>Y...,<Wd,normal	
598,658,!RL,Pave!,...Reg,;HLS,	ALLPUB...,inside;,?MOD ,CRAWFOR,NOrm.,norm.,1fam>,.2story,<Gable,compshg...,>StuCcO, wd shng<,	none,;TA,<Fa, BRkTiL,Gd	,ta...,.no,!UNF,unf?,!GasA;, TA?,y...,!SBRKR	,Ta;,typ!, Attchd,!RFN,...Ta,Ta,P,>Wd!,<NOrmaL
599,659,:rl,PavE>,!Reg!,!LvL!,...Allpub>,INsIdE...,.Gtl,.NAMES!,:Artery,!Norm<,!1fam,?1.5FIN,;Gable<,<Compshg.,;VinYlSd,VINYLSD	,:none<,:TA,TA<,!Cblock:,TA:,.Ta ,!no	,...UNF:,:Unf,?gasa,	TA,<Y,!Sbrkr,Ta?,Typ.,Attchd,	unf,TA<, TA,:Y,!Wd,abnorml
600,660,RL,!pave<,;Reg>,LVL.,;allpub,corner<,:Gtl<,edwards,...NOrm,Norm	,.1fam,<1SToRY,...HIP,Compshg!,...metalsd,?Metalsd:,None:, Ta ,<Gd,Pconc<,Ta?,TA!,No?,;BLQ,!unf,:Gasa,<Ex,<Y...,>sbrkr?, Ta.,typ<,DETCHD	,FIn<,>ta,TA,!Y	,	Wd,normal...
601,661,RL<,:PAVE ,reg ,>LVL<,:Allpub:,	Culdsac...,Gtl,:nwames,	NORM.,norm>,1FaM:,?2story,GABLE<,<Compshg,PLYWOOD.,...PLYWOOD,BRkFACE?,...TA,Ta<,CBLoCK:,Gd.,<ta,;NO,<Unf<,>Unf	,gasa>,ta.,Y<,sbrkr...,;ta.,	TyP!,Attchd..., RFN.,Ta ,TA...,.Y,WD!,;Normal
602,662,;rl<,pave.,IR2<,?Lvl,AlLPub.,CULDSAC.,gtl;,>NORIDGE,<NORM...,norm...,;1FAM.,2StOry;,...HIP,compshg..., VinylSd ,>vinylsd ,BRKFACE,;GD:,	Ta,PCONC,!Gd,!gd.,no	,glq...,<Rec;,Gasa.,ex	,?Y;,?SBrkr;,	GD,!Typ,;Attchd!,RFn.,!TA,TA>,...Y>,	wd,:NORMAL
603,663,	RL,PaVe!,?REG	,!LVL	,ALLPUB?,CORnER ,Gtl,<names	,NoRM;,>NorM.,	1fam.,1STORY!,.HIP,COMPSHG;,!wd sdng., wd sdng,BrKFaCE>,;Ta ,TA?, cblock:,!FA;,.FA,	NO ,?UNF,...UNf, GaSA,!GD...,?y ,SBRKR,.Ta<,MAJ2>,AtTchD	, RFN:,>Ta,<TA:,?Y,Wd?,	NORMAL.
604,664,RL,>pave,reg	, Lvl,ALLPUB,inside>,...GTl,EDwARds,:NORM,!norm,1FAM ,>sfoyer<,GABLE>,Compshg>,?PLYWOOD,PLYWOOD...,<NONE ,?ta,:TA:,cblock	,?gd,;ta...,av,;BLQ,REC.,gasa, TA,Y!,!SBRKR!,ta ,	typ,detchd<,:rfn;,Ta;,TA?,Y , Wd<,	NoRmAL
605,665,RL<,.PAve,	IR2,Lvl<,:AllPuB,CULDSAC:,gtl	,SOMERST!,:Rran>,NoRM;,>1FAM;,;1story,?gable...,>compshg>,!VINyLSd>,vinylsd!,	None,!Gd;,TA...,...PCoNc,ex ,!TA., MN>,.GLQ,UNF!,>GASA,Ex:,	Y;,.sbrkr,ex.,TYP,Attchd;,:FIN,...TA,<TA;,?Y,:new<,!Partial
606,666,>RL,PAVE:,IR1	,...lvl ,	allpub,corner;,<Gtl!,.Gilbert, NORM;,:NORm:,<1fam:,?2STORY...,>gable:,>Compshg,Vinylsd<,VINYLSD...,	Brkface>,?Gd<,TA ,pconc>,?Gd,Ta...,<no;,	UNF,:Unf, gasa,:ex<,...y,;sbrkr,<GD ,;TYP<,:attchd,	RFn,?Ta,>ta,!Y.,>wd,;normal.
607,667,RL<,!pave,:IR1:,>Lvl<,allpub,>Inside,...GTL:,NAMES ,<NOrm<, Norm	,;1fam	,!2STORY,flat>,Tar&grv<,>PLYWOOD?,PlywOoD...,BRKCMN<,!TA,!GD,>CBLOCK:,	Gd,ta:,No?,:lwq,...rec,GASA!,?TA?,;y,!SBRKR,;ta	, Sev,.CARPORT	,...unf,ta:,;Ta,Y?,?Wd;,<ABNORML 
608,668,rl?,!Pave,;REG,Lvl>,...ALLPUB	, INsidE ,.Gtl>,;Sawyerw	,norm;,norm!,?1FAM,1story:,:gable;,>compshg<,	HDBOARD.,;Hdboard;,BrkFace>,...Ta,TA;,.PCONC..., gd,:TA,...No, GLQ<,.unf,GASA,EX., Y,Sbrkr!,<Gd,TYp,attchd?,;RFN:,Ta,ta.,Y.,WD,>normal?
609,669,.rl,?PAVE,<ReG,;BNK,Allpub<,	Corner,<Mod<,<Sawyer?,NORM<, Norm,?1fam;,>1story,>GABLE,!COmPShg,?Cemntbd,wd sdng;,	NONE,Ta...,	Ta;,CBLOCK!,;ta.,TA,:No,rec>,Unf>,>gasa;,.GD,Y;,Sbrkr.,Ta,:Min2,?DETCHD!,:UnF,Ta;,Ta	,y,WD!,Normal<
610,670,RL:,<Pave,!Reg;,<lvl,>ALlPUb,InsIde	,gtl>,<CRAWFOR>, Norm,	norm?,!1fam>,1story?,!GaBle,CompShg?,METALSD...,>Metalsd;,NOnE...,:ta,ta.,<Brktil!,?FA ,TA ,No;,?Unf;,Unf!,;Gasa,Ex?,Y;,SBRKR<,FA;,	TYP;,Detchd,!unf,?ta;, Fa,Y>,...wd	,	NORMAL	
611,671,RL.,.Pave.,REg,lvl!,.ALlPUB,:Fr2	, Gtl,Collgcr>,norm...,NORM,1fam ,	2story,...Gable:,compshg:,>Vinylsd?,Vinylsd,	NonE,	GD,	ta, Pconc.,Gd?,TA>,!NO,:glq>, UNF,...GASA ,?EX,;Y...,;Sbrkr,!Gd...,;Typ,ATTCHD,FiN,TA	,!TA,>Y,.WD>,!Normal
612,672,...Rh,<Pave, REG,lvl;,!allpub!,:Inside, GtL,.edwards!,artery:,NORM?,1fam,.2story,:GAMBREL...,COMPSHG ,WD SDNG!,WD SDNG	,:NONE, TA	, GD;,?BRKTIl:,>ta,:TA;,no:,;BLQ:,Unf<,GasA.,TA?,n	,	sbrkr,	TA?,.Typ ,<DEtCHD!,>UNF,TA...,ta?,<Y,>Wd	,>normal;
613,673,<RL...,	Pave ,ir1,!LVl!,<allpub, inside>,<Gtl...,:VeEnkER<,?Norm,;norm,<1fam!,	1story,<Gable,COMPSHG;,plywood	,?plywood,.NONE,<gd,	TA;,;Cblock,!Gd,TA:,;No,alq,.Unf,GASA;,TA	,!Y,?Sbrkr,!TA,TYP<,attchd;,RFN>,ta	,;ta!, Y!,WD<,Normal;
614,674,...Rl?,	PAVE, Reg,	Lvl,?Allpub,	Inside>,;Gtl.,CraWfOr!,	NoRm ,norm;,1Fam?,1story,;HIP<,COMPSHG.,CEMNTBD:,>CmeNtBd,BrKFacE>,.ta!,...TA	,>Pconc,TA...,	Ta,No.,GLQ?,...Unf!,	GASA,EX<,	Y,SBRKR!,gd.,;Typ,;ATtCHD,...fin,...Ta!,<ta:,;Y?,Wd ,Normal	
615,675,;RL;,	PAVE!,REG!,Lvl:,ALLPUB ,>INSIde,...gtl.,NAMEs!,.Norm,norm>,1fam?,1story...,;Gable>, compshg, hdboard;,hdboard?,;None,!Ta!,<TA?,cblock.,TA>,;ta:, No,!REC,	unf., Gasa!,;ta;,Y;,:sbrkr,:ta,typ;,;attchd ,rfn;,	Ta.,<TA,<y,<wd,NORMAL<
616,676,<rl,.pave?,	Reg,lvl,allpub?,?inside,GTL;,	npkvill,!Norm,<norm;,TwNHs., 2story,:GABLE,CoMpShg?,Plywood,<BrK CmN,.none...,TA.,TA:,<CBLoCk!,	TA	,?TA,No.,ALQ?,;unf,...Gasa,TA>, Y,:Sbrkr	,Ta ,typ.,AtTChd<,?UNF, Ta:,;ta<,y?,?Wd.,<Normal
617,677,RM ,Pave!,REG;,.LVL>,:AlLPUB!,InSiDe...,	Gtl?,>OLDTOWN,Norm>,NOrM,.1FAM?,2story;,...Gable., COMPSHG,	ASbShng,>Stucco>,none	,.ta,	TA,.brktil,TA<,?Fa,NO!,UNF!, UNF>,GASW	, fa...,;N...,Sbrkr ,.ta,:min2	,2TYPES:,UNF<,;fa?,>fa:,.n,WD,Normal!
618,678,	rl,...PAvE;,;REG,!LvL,:allpub,Inside?,!GTl...,;OLdToWn!,!NoRM,Norm;,>1FAM?,;1StOrY,<GABLE>,Compshg,VINYLSD.,	vinylsd>,NOnE>,!Gd,<TA,BrKTil:,...ta,>ta..., no,?unf<,!UNF,GASA...,ex,Y,.SBRkr,:Gd.,typ>,.Detchd,unf!,	FA,FA	,!N	,!wd,NORMAL	
619,679,RL,;pave, IR1,lvl	,	Allpub, INSIDE	,GTL,!Stonebr:,NorM.,NORM>,1fam!,1StoRY!,	Hip,...COMPSHG,Vinylsd	,>ViNyLSD,!Stone.,.Gd,:TA:,:PCONC,Ex<,Ta,!Mn?,UNF;, unf!,;GAsA?,ex	,!Y..., SBRkR,Gd!,!TyP	,;ATTCHD,?Fin,!TA ,Ta ,Y ,.New,Partial?
620,680,;Rl<,...pave:, Ir1?, Lvl,.AlLPuB,:INSIDE;,<Gtl,SaWYer?,.Norm,<NORM,1fam:,	1story,?HIP!,...COMPSHG>,.wd sdng ,>WD SDNG,	BRKFACE,!TA ,	TA,>Cblock,.Ta!, Ta>, NO?,.rec<,unf,>gasa,>Ta,y...,<Sbrkr	,Ta:,typ:,<Detchd.,	Unf,;TA.,.TA,Y!,wd ,>NoRmAl 
621,681,RL!, pave!,>reg.,LvL,ALlPub<,Inside:,?GTl...,Sawyerw!,NORM>,norm;,>TWNHsE,;1story;,:GAblE ,COmpShG<,plywood,PLYWOOD ,?NONE:,	TA,TA>,CBlOcK<,	GD,>Ta:,NO;,BLQ.,Blq!, gasa,...TA!,?y,sbrkr.,>TA,TYP!,>Attchd<,rfn<,TA,.TA,Y?,;WD,?Normal
622,682, RH,PAVE>,IR2!,Bnk;,allpub ,Inside>,:gtl,?SWISU<,Norm ,.norm,.1FAM,...1.5fin>,:gable,...CompShG,VINYLSD:,:Stucco,None	,<TA.,:TA<,;brktil,:TA,?TA,!NO,>REC,UnF!, GASA,?Ex,Y<,>sbrkr<,	TA,Typ!,Detchd,;Unf;,ta,Ta	,;Y.,WD...,!Abnorml
623,683,!RL ,Pave,	reg	,HLS:,Allpub.,inside?,:gtl,;CLEARCR,	norm,?norm,1FAM:,?1story.,GABLE>,<Compshg.,Wd sdng<,	WD SDNG,NONE	,ta:,<TA;,PCONC;,gd:,TA,!MN?,Glq.,UNF!,GAsA,<Ex,Y	,?Sbrkr<,.Gd,?TYP,...AttcHD,...unf,.TA!,:ta?,	Y,WD?,>NOrMAL...
624,684,:Rl, PAVE,IR1:,lvl>,	Allpub<,CORNER,GTl>,<Collgcr;,!NORM,?NORM,?1FAM;,!1STOry.,!Hip,:COmPShg,Vinylsd;,Vinylsd,	stone,Gd:, Ta,Pconc.,<GD,?TA...,?Av<,GLQ,...Unf, gasa;,	EX,Y?, sbrkr!,Gd<,!typ>,Attchd,	FIN;,ta!,TA:,.Y?,...Wd,>normal?
625,685,!rl!,Pave...,?IR2,:lvl,.allpub:,:culdsac,?GTL,NORiDGE!, NORM	, norm,:1fam,2story,...GABLE,...COMPShG,Vinylsd	,vinylsd!,Brkface;, GD...,Ta<,Pconc.,GD,	Ta,!No:,...Unf,?UnF...,gasa.,GD:,:Y,Sbrkr ,Ta...,TYP:,AtTchd...,?FIn.,...Ta.,TA?,>Y,WD!,.NORMAL
626,686,.RL,PavE ,ir1!,.LVL,:ALLPUB,?Culdsac...,gtl>,STONEBR:,NorM,norm!,	Twnhse,<2STORY,GABLE.,<CoMPSHG;,HDBOARd.,!HDBOard	,.none.,.Gd!,<TA,.Cblock,...GD:,Ta!,Mn,<GLQ,lwq<,gasa:,<Gd,y<,?sbrkr,:Gd,MIN1<, ATTCHD,FIN;,ta,:Ta,;Y<,!Wd,NORMAL;
627,687,?FV	,Pave,REG>,.LVL;,Allpub, InsiDE,gtl,SOMERST!,:norm,Norm...,1FaM<,>2StoRY:,?GaBle,<CoMPSHg.,VinYlSD.,>VInYlSd	,!NONE,...Gd,TA,;Pconc	, gd,!TA,:No?,Unf:,>UNf,GASA:, Ex,;Y,SBrkR:,Gd?,;Typ,attchd>,!FiN,!ta>,!Ta,y<,:new ,PARtIaL 
628,688,:fv,:PAVE,>IR2,Lvl?,ALLPUB.,!fr2>,...Gtl,Somerst>,NORM,norm...,...TWnhsE.,.2SToRY!,GABLe?,...compshg.,>Metalsd.,	MetalSd,:none,;GD,Ta:,Pconc,!GD ,ta:,No?,!GLQ,?Unf,	GaSA>,<EX>,;Y,	sbrkr!,Gd:,Typ!,DETCHD ,	Unf,!TA,ta	,y,>WD, NORMAL?
629,689,:RL ,...PAVE.,	reg,>Hls,>allpub , INSIDE,?gtl>,stonebr,.NORm,	NORM>,!1FAM,1story<,<Gable;,!Compshg<,MeTAlSD	,METALSD...,BRKFACE ,	gd;,:TA<,PConC<,Gd<,Ta:,!Av.,;GLQ, UNF,Gasa<,>Ex<, Y...,	SBRKR,.GD	,?typ,ATTCHD?,;RFN ,Ta!,?ta?,<Y,<new>,.Partial?
630,690,rl,pave<,ir1<,lvl...,	allpub,CORNER ,<GTL!,	nridght:,!Norm>,NORM>,:Twnhse<,<1story	,GabLe ,!COMPSHG,Vinylsd<,!vinylsd<,STOnE ,.GD,Ta,PCONC?,GD!,TA	,av...,Alq>,Unf<,;GAsA	,ex,:Y,sbrkr...,<Gd,>Typ.,attchd ,.RFN:,	TA.,.Ta,;Y, Wd?,NORmaL
631,691,RM ,...Pave	,REG:,>lvl,	allpub!,Inside:, Gtl,<Collgcr,:Norm...,>NORM.,TWnHSE;,1story ,?GABLE,COmpSHG>,vinylsd,<Vinylsd,...Brkface,<Gd,!TA	,!PCONC,	GD,?Ta,;GD, GLQ, UnF!,Gasa;,Ex ,?Y	,<Sbrkr,gd?,;TyP, Attchd,RFN;,...Ta:,!TA,y...,WD	,normal
632,692,>RL,PAVE,	IR1,?LVL,allpub;,CORNER>,gtl<,NORIDGE ,>norm,:NorM,1FAM>,.2STORY,?Gable,	wdshngl,>HdBoarD ,.hdboard:, Brkface ,:EX>,...Ta,...pconc,EX.,.ta,?gd,GLQ>,:UNF,GASA.,...Ex,<y,SBrkR!,!Ex ,;Typ,;ATTCHD>,<fin ,<TA,;TA, Y,;WD;, NOrMAL...
633,693,Rl;,>pave,ir1!,;Lvl,...allpub.,Inside?,...mod!,!timber,.Norm:,norm,1fam...,2StOry!,<HIP?,CoMpShg>,...metalsd,?Metalsd...,>BRkFacE,:GD, ta,PCONC,gd ,<ta!,gd,:GLQ,Unf!,gasa<,;Ex,Y ,!sbrkr,?GD;,typ<,<ATTCHD:,Rfn	, TA,Ta.,:Y,!WD?,normal;
634,694,!RL ,;pave,Reg ,...LVL, ALlPub,CORNER:,!SEv,oldtown<,.Norm!,>norm?,:1fam.,:1STORY,<GABLE!,ComPShg	,MEtalSd.,...Metalsd,!None,?TA,Ta!,	Brktil?,...Ta!,ta>,!NO,UnF;,unf;,;GASA:,ex,y?,?Sbrkr,Ta,TYP?,<DETCHD<,UNF,TA...,>TA ,y<, WD.,;abnorml...
635,695,.Rm	,PAVE!, reg,.Lvl.,...Allpub,CORNER	,GTL	,:BrKSIde.,NORM...,<NORM,1fam	,?1.5fin., GABLE!,;Compshg>,Wd sdng ,Wd sdng	,	NonE,Ta...,...FA,<BrkTiL;,Ta!,>ta,No<,<Unf,unf.,gasa?,:TA?,	y,;SBRKr	,!TA>,!TyP?,?Detchd:,.UNF!,;Ta,TA,?Y:,	Wd,:NORMaL
636,696,Rl;,?pave;, IR1,LVl...,?allpub,Inside:,.GTL,;TimBEr,NORM...,<norm	,1FaM>,1StoRY?,gable ,COMPSHG:,HDBoaRd:,>hdboard,	BRKFACE.,TA?,Ta ,cblock	,!Gd,?GD,NO	,glq,LWQ,Gasa;,?GD,y;, SBRKR	,Gd?,typ,>Attchd,Unf<,Ta ,TA	,;y;,WD, NoRmal
637,697,>RM!,pave, Reg,	Lvl:,...allpub,<inside...,Gtl:, BRKSIDE ,:NORM>,norm ,!1fam,:1story:,>GAble:,COMPSHG;,	Wd sdng,WD ShNG;,.None,TA>,TA...,<CBLoCk	,	TA,TA , no, LWQ, UNF,GASA>,<Gd,<Y<,>SBRKR?,TA!,...typ,DetChd	,unf?, ta,Ta...,Y?,<WD;,NORMAL 
638,698,	Rl,Pave ,Ir1!,<lvl>,allpub...,<inside,<GTl<,.Edwards...,:Norm?,	Norm>,1fam.,1story,.GABLE,Compshg:,>wd sdng:,WD SDNg;,<NONE.,TA.,Ta.,:pconc,.ex,gd,;mn,LWQ	,Alq,GASA;,Fa>,Y,<Fusea>,ta,...TYP:,:Detchd,unf<,<TA ,TA;,;y,<Wd>,;normal!
639,699,...rl,PAvE,;REG,	LVl,.ALLPUB,	INSIDE,Gtl>,<SawYer, Rrae.,	Norm,...1fam,1story...,GaBlE!,CoMpSHG!,Metalsd.,.METaLSD., none>,TA...,gd.,CBLOCK?,>TA.,ta,no,glq..., Blq?, GASA,<EX,Y ,;Sbrkr,TA>,Typ ,DetCHD...,UNF,	ta,TA<,.Y.,wd;,:normal;
640,700,FV!,...PAVE,<IR2,Lvl>,>ALLPUB,<inside,;GTL,>somerst!,...Norm,NOrm,twnhse!,;1story?, GaBlE,;ComPShg,METALSD>,Metalsd.,.None,gd?,TA,PCONc!,?Gd,Ta...,...mn?,>glq,<UNF<,...gasa, EX ,:Y,;SBRKr:,Gd,TYP...,ATTCHD	,RFn,;Ta;,!Ta	,Y...,WD>,...NorMAL
641,701,>RL,!Pave,	reg,lvl!,Allpub:,?inside,Gtl>, TIMBER,NoRM?,:norm<,1FaM?,!1story,hip?,:Compshg, vinylsd, VINYLSD,brkface.,GD,.TA;,	Pconc,;EX.,ta;,<Gd,GLQ.,unf<,gasa?,ex?,Y	,Sbrkr ,GD?,:TYP,	ATTCHD,>Fin<, Ta;, TA	,Y?,WD:,normal.
642,702,<RL,<pave,;Reg!,LVL...,Allpub?,INSIDE ,!GtL>,>nwames,!Norm!,	NOrM	,1FAM,1story ,;Hip,;COmPSHG ,<hdboard,HDBOARD?,.brkface,TA:,...TA,...CBLOCK, ta,TA	,...No , Unf,UNF	,Gasa	, Ta,>Y:,>SBRKR,...TA ,typ?,!AttCHD,UnF>,!Ta!,...ta,<Y?,!Cod,.NorMAL
643,703,	Rl,Pave<,...ir1,>lvl.,;ALLPUB>,InSiDE:,>gtl...,STONEBR	,NORM?,Norm>,?1FAm,2story;,	HIP	,COMPSHG...,vinylsd:,	VinyLSd<,BrkFAce?,;EX,:TA,	PCONC!, EX ,	GD,no , UNF...,UNF>,gasa?,ex?,?Y,<SBRKR,EX...,Typ:,.Builtin>,...FIN,TA,TA?,y<,...NEW,	Partial;
644,704,RM...,pave;, Reg;,Lvl ,Allpub ,...Inside,Gtl ,;Oldtown.,	FEEDR,...NORM,;2FMCON:,.2StORy:,...GaBLE,COmpSHg...,wd sdng>,wd sdng	,<none<,:ta;,	Gd,!BRKTIL,<gd:,Ta<,No;,.unf,unf ,	gasa;,:GD,>y!,	sbrkr,<Gd,>TYP,.detchd!, unf ,Ta	,!ta:,;N ,:Wd,NORMAL;
645,705,.RL, pave,	reg,>Lvl>,Allpub?,;INSIDE!,.Gtl,CollGCr...,norm	,Norm:,:1FaM,<1story,...GaBLe.,COMPSHG?,	VInYlSD>,;VINYLSD:,:BRKFACE;,GD,;ta.,;PCONC:,!Gd,!Ta,?av,<Glq ,;unf,gasa;,ex.,Y.,.sbrkr,...GD,...typ,:Attchd, rfn!,TA:,Ta ,?Y,Wd...,!NORMAL
646,707,Rl	,.pave,?IR2?,?LOW?,allpub!,...culdsac<,sev...,<ClEArCR	,>NorM,...norm,.1Fam,.1story ,	gable,;CoMPSHg,!PLYWOOD, Plywood,stone>,ta;,:TA,;CBLOCK,gd ,ta?,gd>,glq<,!UNF<,>GaSA ,TA:,.Y...,;SBRKR,?Gd ,typ?,!ATTCHD,UNF.,TA,Ta!,Y ,...WD!,NORMAL?
647,708,!Rl,>PaVe!,	REG,LVL,?Allpub?,	Inside>,gtl<,...nridght.,>NorM;,?NoRM,twnhse.,:1story	,	Hip?,;COMPSHG,Metalsd:, MeTALSd;,?brkface,...GD,>Ta,PCONC.,;gd,...ta:,<No,GLQ ,UNF?,.Gasa,ex, Y,.Sbrkr,Gd;, Typ,!AttChd,FIn,Ta ,.ta ,:y,WD!,<Normal
648,709,Rl>,.PAve<,!IR1,LVL!,ALLPUB?,inside,GTL:,...GiLBErT,Norm,Norm...,1FAM	,...2story,;Hip, compshg,Vinylsd;,:vinylsd,!NONE,Gd	,;Ta,?PCONC,gd,TA;,>av,:UNF,UNF?,	Gasa>,Ex<,>Y;,;Sbrkr,;Gd,...Typ,!attchd,;Fin.,	TA...,?ta?,!y ,?NEW ,partial.
649,710,?Rl,<PAve!,IR1?,!Lvl,AlLPUB:,:Inside,.gtl:,	sawyer,;NOrM,Norm	,?1fam,1STory<,.GABLE	,COmpSHg;,Hdboard ,?hdboard,BRKCMN	,TA,!Ta!,	pconc,;Ta?,TA ,	NO,unf;, unf,<gasa!,TA...,Y?,?SBRKR:,Ta?,.Typ,	attchd;,.Unf,Ta ,;ta...,...Y,!Wd...,AbNOrML?
650,712,>c (all);,?PAVE , ReG,HLS,Allpub	,?inside, mod,Idotrr...,norm<,	Norm,...1FaM,	1.5FIN.,;GABLE,COMPSHG,metalsd<,METALSD,None ,TA:,.ta,...stone,Ta<,!TA,	mn,.UNF,>Unf.,GASA	,GD;,Y<,SBrkR.,	TA,TYP?,>Detchd,;RFN,!ta,TA<,	n,Wd,;ABNORML...
651,713,rl...,>PAVE,?Ir1,Hls:,.AlLPUb,INSIDE;,.Gtl,SToNEBR , NORM,<Norm!,TWNHSE;,<1story...,gable,;COMPSHG,.hdboard ,<Hdboard., none,;GD ,?TA:,<Pconc,;gd,.TA:,?Mn , Glq,>unf,;Gasa,gd,Y<, SBRKR,gd;,...Typ!,<attchd?,>FIN	,>TA<,TA ,.Y ,:Wd!,normal...
652,714,.rl,Pave,<REG,!LVl,...ALlPuB,	Inside	,Gtl:,<BrkSiDE;,!Rran.,...NORM...,.2fmcon, 1story	,GabLE>,COMPSHG;, HDBOARD, HdBoArD...,	brkface,>ta<,:ta	,CBLOCk,...TA,!Ta:,AV:,<alq,Unf,<gasw,Ta;,>N,Sbrkr:,:TA,;TYP:,DeTCHd>,!UNF,TA;,TA!,:y.,WD ,:Normal...
653,715,Rl;,PAVE...,IR1>,lvl...,ALLPUB>,culdsac>,GTL.,:SAWYER,RRAE,	NORM,!1fam,2story	,<GABLE, Compshg,HDBOARD!,Plywood,;BRKFACE, GD,;TA,!Cblock,ta>,?TA,NO:,Glq:,	UNF,	GASA,Ex,Y?,SBrkR,GD.,:Typ,>ATTChd>,?Rfn,;ta,ta...,Y.,Wd<,...NORMAL>
654,716,RL?,.Pave,REG., Lvl:,...AllPUb,inside:,GTL<,...NWAMES!,NORM!,<NOrm?,1FAM?,.1STORY,HIP?,COMPSHG., Hdboard>,HDBOARd.,Brkface	,...ta,...ta!, Cblock,gd<, Ta,No>,UNF,unf;,Gasa,ta<,Y,?SBRKR;,...ta>,TYP:,ATTCHD?,Rfn>,	TA?,<TA,...Y,>wd,!NORMAL>
655,717, Rm,!PAVE>,Reg,...BNk,ALLPUB>,INsidE<,:GTL,<OLDTOWN...,NORM>,norm	,.1fam<,<2STory...,gable;,COMpShG.,Wd Sdng;,:Vinylsd,;NONE;,TA	,gd>,	BRKTIL!,TA<, ta,!No, unf,.Unf,gasa:,EX<, Y,!SBrkR,TA<,	TYP.,.DETCHD,?unf!,<TA	,	ta...,?P...,<WD	,>NorMal
656,718,;RL ,?PaVE!,reg.,?lvl,!ALLPUB,:inside,GtL<,	nwames,norm?,<NORM	, 1fam ,1story,!GABLE,?compshg ,:HDBOARD ,<HDBOARD>,	None,TA;,TA...,...cblock...,.Gd , TA,>NO:,!Blq,Unf>,:GASA,<Gd?,:Y,:SBRKR,GD<,:Typ,;ATtCHd	,UnF ,	TA,	TA ,Y?,WD?,:Normal
657,719,RL...,PAVE;,REG<,<LvL ,ALLPUB, INSIDE,!GTL,NORIdgE ,NORm>, NORM,!1Fam>,>2story,!hip>,COMPSHG;,Wd sdng?,...IMSTUCC>,?brkface	,?Gd,?TA	,PCONC<,...Gd?,	TA,;GD,>GLQ...,>UNF,GASA ,>EX,:y, Sbrkr	,Gd;,TYP,...attchd,.RFN	,ta>,TA,.Y,Wd>, Normal
658,720,!rl:,;PavE;,ir1?,>Lvl,.allpub,INsIde:,...gtl,.COlLGCr, norm,NORM ,:1fam,	1story,;GAbLe	,;COMPSHG<,HDBoArD ,Plywood...,none,:TA:,?TA...,:cblock, GD!,:TA>,GD:,!alq?,!UNf;,?gasa...,?TA,Y...,sbrkr;,TA<,...TYP,...attchd,...unf,TA.,	TA,:Y	,Wd,	Normal
659,721,rl>,;pave,.IR1,<LOW;,>ALLPUB:,?CULDSAC>,>Mod,STONEBR>,.NORM ,NORM.,:1fam,!1StORy	,gable.,compshg	,HDBOARD , Hdboard,NONE.,	Gd	,Ta<,...PCOnC,	GD:,	TA>,gd ,.GLQ:,>Unf , GASA,TA;,<Y,<SBRKR,gd,typ<,AttCHD,:rfn?, Ta>,;Ta.,>Y,!Wd...,NORMAL?
